"bin","age","income","age_scale","inc_scale","First Name","Last Name","Email"
"60-69",64,54813.5602763628,1.20713459854811,-0.410630177208961,"Juan","Castro","juancastro@gmail.com"
"80-",83,59908.3182653277,2.29143002673283,-0.227277017093028,"Annabelle","Martin","annabellemartin@gmail.com"
"20-29",27,90606.9881745062,-0.904388077390552,0.877524850119385,"Tara","Holmes","taraholmes@yahoo.com"
"40-49",43,130276.372348015,0.00870280950184294,2.30517008151605,"Olivia","Nicolas","olivianicolas@gmail.com"
"40-49",44,81421.6782595086,0.0657709899326176,0.546958490891556,"Julia","Ranta","juliaranta@yahoo.com"
"70-79",77,34662.8851634547,1.94902094414818,-1.13582457671209,"Loris","Deschamps","lorisdeschamps@msn.com"
"30-39",37,17056.1561368384,-0.333706273082805,-1.76946594168513,"Tammy","Hopkins","tammyhopkins@live.com"
"40-49",42,92893.4686610671,-0.0483653709289317,0.959812060554582,"Tilde","Sørensen","tildesørensen@verizon.net"
"70-79",70,50176.5067522572,1.54954368113276,-0.577511198665335,"Marcus","Martin","marcusmartin@yahoo.com"
"60-69",63,38158.366494812,1.15006641811734,-1.0100271296854,"Harper","Hansen","harperhansen@gmail.com"
"30-39",30,65798.8832512928,-0.733183536098228,-0.01528388466469,"Adèle","Simon","adèlesimon@gmail.com"
"30-39",36,98729.76150716,-0.39077445351358,1.1698520151532,"Basile","Boyer","basileboyer@yahoo.com"
"30-39",39,83088.8927276129,-0.219569912221256,0.606959190037627,"Joseph","Watts","josephwatts@live.com"
"20-29",26,91844.1395108567,-0.961456257821326,0.922048183230169,"Austin","Robertson","austinrobertson@yahoo.com"
"70-79",70,64078.7853090186,1.54954368113276,-0.0771877855188629,"Nicole","Günther","nicolegünther@verizon.net"
"10-19",19,40565.6779477363,-1.36093352083675,-0.923391383054655,"Jeremiah","Payne","jeremiahpayne@me.com"
"40-49",43,75103.1364608221,0.00870280950184294,0.319563076109713,"Paula","Rubio","paularubio@gmail.com"
"30-39",38,96816.2689387478,-0.27663809265203,1.10098811425022,"Mona","Wolff","monawolff@gmail.com"
"70-79",74,44796.7642278803,1.77781640285586,-0.77112055058962,"Emilie","Christiansen","emiliechristiansen@yahoo.com"
"30-39",34,97531.4019323002,-0.504910814375129,1.12672474287027,"Nathan","Bertrand","nathanbertrand@gmail.com"
"50-59",50,91895.3489035003,0.408180072517266,0.923891137103377,"Sophie","Martin","sophiemartin@gmail.com"
"50-59",58,44437.2101300751,0.864725515963463,-0.784060395859604,"Isaltino","Oliveira","isaltinooliveira@yahoo.com"
"70-79",79,46303.1544117894,2.06315730500973,-0.716907690786348,"Nihal","Denkel","nihaldenkel@gmail.com"
"40-49",44,102997.910876604,0.0657709899326176,1.32345669597012,"Alejandra","Fuentes","alejandrafuentes@gmail.com"
"30-39",32,104817.901080111,-0.619047175236678,1.38895557853055,"Eliott","Gonzalez","eliottgonzalez@gmail.com"
"30-39",38,65128.7294068526,-0.27663809265203,-0.0394017770961059,"Anthony","Ross","anthonyross@yahoo.com"
"60-69",66,73760.652328474,1.32127095940966,0.271248964113683,"Guillaume","Andre","guillaumeandre@gmail.com"
"30-39",39,91489.7167046042,-0.219569912221256,0.909293005911775,"Mathias","Muller","mathiasmuller@live.com"
"20-29",22,22870.5082065608,-1.18972897954443,-1.56021560470753,"Bernardino","Ribeiro","bernardinoribeiro@gmail.com"
"70-79",72,57758.1606363888,1.66368004199431,-0.304658159998586,"Nino","Lefebvre","ninolefebvre@live.com"
"40-49",41,74979.5333476369,-0.105433551359706,0.315114774256757,"Lisa","Winter","lisawinter@comcast.net"
"50-59",59,30071.8163174573,0.921793696394238,-1.30105067440834,"Rocio","Sanz","rociosanz@gmail.com"
"20-29",24,4746.72123274839,-1.07559261868288,-2.21246515652415,"Armand","Charles","armandcharles@gmail.com"
"20-29",24,41981.6365805365,-1.07559261868288,-0.872433027333013,"Charles","Webb","charleswebb@hotmail.com"
"30-39",31,79578.979436393,-0.676115355667453,0.480642357114061,"Scott","Kennedy","scottkennedy@gmail.com"
"30-39",37,90004.1601237026,-0.333706273082805,0.8558299181205,"Edna","Jordan","ednajordan@gmail.com"
"50-59",57,76663.3324819209,0.807657335532688,0.375712332166307,"Jules","'T Hoen","jules't hoen@gmail.com"
"20-29",25,60442.323020745,-1.0185244382521,-0.208058938504256,"Ida","Hale","idahale@yahoo.com"
"30-39",34,99806.3474482656,-0.504910814375129,1.20859682596966,"Gül","Alniaçik","gülalniaçik@yahoo.com"
"20-29",21,29309.4395468503,-1.2467971599752,-1.32848753998518,"Mélina","Charles","mélinacharles@yahoo.com"
"30-39",31,117304.496133935,-0.676115355667453,1.83833053749141,"Jeanne","Bertrand","jeannebertrand@gmail.com"
"50-59",54,99668.183892969,0.636452794240364,1.20362451432476,"Zeynep","Huijben","zeynephuijben@gmail.com"
"30-39",32,89415.535819055,-0.619047175236678,0.834646158928808,"Tristan","Bernard","tristanbernard@live.com"
"70-79",71,19836.0426886383,1.60661186156353,-1.66942174230603,"Adam","Kunz","adamkunz@gmail.com"
"30-39",31,106023.912230375,-0.676115355667453,1.43235822022912,"Milagros","Cruz","milagroscruz@yahoo.com"
"80-",87,7909.92650440088,2.51970274845593,-2.09862585661843,"Celino","Da Luz","celinoda luz@gmail.com"
"20-29",24,34677.3695093142,-1.07559261868288,-1.13530330551701,"Stella","Zimmer","stellazimmer@gmail.com"
"30-39",31,85834.8291782755,-0.676115355667453,0.705781573121776,"Sarah","Hughes","sarahhughes@gmail.com"
"30-39",37,84166.4537860504,-0.333706273082805,0.645739093952657,"Juho","Kilpela","juhokilpela@yahoo.com"
"20-29",24,28065.1615191084,-1.07559261868288,-1.37326735267568,"Alex","Gregory","alexgregory@gmail.com"
"30-39",39,84119.7780705704,-0.219569912221256,0.644059300731376,"Alex","Pierce","alexpierce@verizon.net"
"30-39",37,47688.324215668,-0.333706273082805,-0.667057381627717,"Ninon","Richard","ninonrichard@live.com"
"20-29",27,46730.1985577311,-0.904388077390552,-0.701538973795862,"Vanessa","Holt","vanessaholt@gmail.com"
"20-29",21,34106.3184284099,-1.2467971599752,-1.15585462915166,"Dominik","Baier","dominikbaier@live.com"
"30-39",37,71339.0550219859,-0.333706273082805,0.184099089745846,"Francisco","Hart","franciscohart@gmail.com"
"30-39",33,63207.3414980393,-0.561978994805904,-0.108549820173426,"Daniel","Clarke","danielclarke@gmail.com"
"60-69",65,18118.6724356101,1.26420277897889,-1.7312274774683,"Rachel","Foster","rachelfoster@gmail.com"
"20-29",29,67490.6898071233,-0.790251716529002,0.0456018490616723,"Allie","Sutton","alliesutton@verizon.net"
"40-49",43,78482.8470589824,0.00870280950184294,0.441194097601256,"Batur","Beserler","baturbeserler@aol.com"
"20-29",28,54191.7093798703,-0.847319896959777,-0.433009714615799,"Thiago","Dumont","thiagodumont@gmail.com"
"40-49",48,57900.1422942342,0.294043711655716,-0.299548440223704,"Nooa","Wuori","nooawuori@verizon.net"
"80-",85,39036.8411253202,2.40556638759438,-0.978412065744343,"Indie","Walker","indiewalker@gmail.com"
"60-69",66,62139.8226472847,1.32127095940966,-0.146968319186163,"Anna","Rasmussen","annarasmussen@gmail.com"
"40-49",42,83837.9533649028,-0.0483653709289317,0.63391682674246,"Tom","Peters","tompeters@gmail.com"
"60-69",61,57926.9115614117,1.03593005725579,-0.298585052023202,"Loretta","Copier","lorettacopier@live.com"
"40-49",43,60131.7199174929,0.00870280950184294,-0.219237106465608,"Madeleine","Taylor","madeleinetaylor@gmail.com"
"40-49",43,86221.4964929601,0.00870280950184294,0.719697184857314,"Malthe","Jørgensen","malthejørgensen@gmail.com"
"20-29",22,27683.0634542734,-1.18972897954443,-1.38701852354845,"Jesse","Maijala","jessemaijala@comcast.net"
"50-59",58,51867.0107885025,0.864725515963463,-0.516672340783238,"Ceyhan","Atan","ceyhanatan@gmail.com"
"30-39",39,110499.837680363,-0.219569912221256,1.59344046937151,"Elizabeth","Gagnon","elizabethgagnon@me.com"
"50-59",52,82980.4636288339,0.522316433378815,0.603056979578816,"Hannes","Everts","hanneseverts@msn.com"
"50-59",57,28927.1294033307,0.807657335532688,-1.34224634327093,"Fabio","Guerin","fabioguerin@gmail.com"
"30-39",31,97313.4759291662,-0.676115355667453,1.1188818931348,"Micaela","Gomes","micaelagomes@gmail.com"
"40-49",40,72177.2126500618,-0.162501731790481,0.214263201587047,"Josef","Pfeifer","josefpfeifer@aol.com"
"20-29",22,35092.3570155142,-1.18972897954443,-1.12036848999973,"Lærke","Madsen","lærkemadsen@hotmail.com"
"20-29",21,14892.4752664856,-1.2467971599752,-1.84733376699123,"Teis","Van Klinken","teisvan klinken@msn.com"
"20-29",25,28445.4275247054,-1.0185244382521,-1.35958211503301,"Hunter","Williams","hunterwilliams@hotmail.com"
"30-39",31,114704.197120125,-0.676115355667453,1.74474944051662,"Valentine","Lopez","valentinelopez@gmail.com"
"20-29",24,37092.3051247193,-1.07559261868288,-1.04839317602311,"Brielle","Sirko","briellesirko@live.com"
"60-69",61,45703.2197773071,1.03593005725579,-0.738498492809444,"Ahmet","Denkel","ahmetdenkel@comcast.net"
"40-49",42,108642.558762025,-0.0483653709289317,1.5265996185143,"Yordi","Blommaert","yordiblommaert@gmail.com"
"50-59",50,58120.850326645,0.408180072517266,-0.291605469175199,"Frederik","Johansen","frederikjohansen@gmail.com"
"50-59",52,71928.0912785242,0.522316433378815,0.205297674505531,"Marie","Madsen","mariemadsen@gmail.com"
"20-29",26,82611.1889705288,-0.961456257821326,0.589767305035369,"Isabella","Claire","isabellaclaire@gmail.com"
"50-59",56,64325.7445375032,0.750589155101914,-0.068300070918774,"Flenn","Carroll","flenncarroll@live.com"
"40-49",46,42823.3646711837,0.179907350794167,-0.842140419575628,"Gláucia","Monteiro","gláuciamonteiro@yahoo.com"
"10-19",18,36843.7630853634,-1.41800170126752,-1.05733785375584,"Larissa","Arnold","larissaarnold@gmail.com"
"80-",84,38286.6909826161,2.3484982071636,-1.00540891221362,"Minttu","Salo","minttusalo@me.com"
"30-39",32,97834.410441077,-0.619047175236678,1.13762959207932,"Lutz","Rau","lutzrau@yahoo.com"
"20-29",29,54122.8067911298,-0.790251716529002,-0.435489421681984,"Clémence","Nicolas","clémencenicolas@yahoo.com"
"40-49",48,70824.1094161105,0.294043711655716,0.165566923089535,"Danique","Frijters","daniquefrijters@me.com"
"30-39",31,28725.5078812857,-0.676115355667453,-1.34950241770948,"Toivo","Rajala","toivorajala@me.com"
"40-49",43,92074.6266804305,0.00870280950184294,0.930343091643693,"Simon","Novak","simonnovak@aol.com"
"40-49",42,23324.0064260856,-0.0483653709289317,-1.54389484288981,"Rebecca","Matthews","rebeccamatthews@verizon.net"
"20-29",22,21396.0450571795,-1.18972897954443,-1.61327945553207,"Leonor","Almeida","leonoralmeida@live.com"
"30-39",35,107304.6402723,-0.447842633944354,1.47844981756204,"Beatriz","Santos","beatrizsantos@gmail.com"
"40-49",43,90596.8049525804,0.00870280950184294,0.877158370313219,"Mildred","Powell","mildredpowell@gmail.com"
"60-69",65,53654.7426997722,1.26420277897889,-0.45233438869967,"Teresa","Flores","teresaflores@gmail.com"
"30-39",31,53468.7055995356,-0.676115355667453,-0.459029601760049,"Curtis","Webb","curtiswebb@aol.com"
"30-39",31,57603.3833821238,-0.676115355667453,-0.310228375256116,"Karl","Kelly","karlkelly@gmail.com"
"80-",87,29745.378776415,2.51970274845593,-1.3127987014707,"Josef","Scholz","josefscholz@me.com"
"40-49",42,91479.1304392058,-0.0483653709289317,0.908912021139028,"Célio","Farias","céliofarias@gmail.com"
"20-29",24,38184.8800860952,-1.07559261868288,-1.00907294290002,"Joseph","Johnson","josephjohnson@comcast.net"
"20-29",24,28771.808101422,-1.07559261868288,-1.34783613803645,"Eugene","Gibson","eugenegibson@live.com"
"70-79",78,68245.0863902769,2.00608912457896,0.0727515189383327,"Philip","Thompson","philipthompson@gmail.com"
"40-49",41,80410.3335399624,-0.105433551359706,0.5105616196963,"Tiffany","Payne","tiffanypayne@yahoo.com"
"60-69",60,60543.1050802201,0.978861876825012,-0.204431934213223,"Joanne","Perkins","joanneperkins@mail.com"
"50-59",51,49055.1901042074,0.46524825294804,-0.617865804586922,"Olivia","Erkkila","oliviaerkkila@gmail.com"
"50-59",52,89843.2077239203,0.522316433378815,0.850037468078271,"Meral","Samanci","meralsamanci@gmail.com"
"50-59",53,66547.9099612041,0.57938461380959,0.0116725310415993,"Aubree","Miller","aubreemiller@gmail.com"
"30-39",31,80351.6321832289,-0.676115355667453,0.508449040593722,"Ömür","Poçan","ömürpoçan@gmail.com"
"50-59",58,76913.6143880769,0.864725515963463,0.384719625253229,"Alvarim","Da Mota","alvarimda mota@mail.com"
"60-69",60,100171.713815874,0.978861876825012,1.22174584663879,"Morgane","Denis","morganedenis@gmail.com"
"20-29",26,53778.7355994344,-0.961456257821326,-0.447872058980723,"Harley","Robinson","harleyrobinson@hotmail.com"
"30-39",34,112103.789357809,-0.504910814375129,1.65116442983636,"Nathan","Ginnish","nathanginnish@gmail.com"
"20-29",28,119123.174853405,-0.847319896959777,1.90378222158959,"Billie","Myers","billiemyers@gmail.com"
"60-69",66,23571.3440897332,1.32127095940966,-1.53499350894153,"Angelina","Jung","angelinajung@yahoo.com"
"20-29",27,71076.1689834727,-0.904388077390552,0.174638191698057,"Valentin","Suarez","valentinsuarez@gmail.com"
"30-39",36,65743.8051929313,-0.39077445351358,-0.0172660663650782,"Ceylan","Egeli","ceylanegeli@yahoo.com"
"10-19",18,19941.1826296261,-1.41800170126752,-1.6656379040008,"Ascenso","Lima","ascensolima@gmail.com"
"30-39",39,127645.607244496,-0.219569912221256,2.21049255290769,"Lucas","Pedersen","lucaspedersen@gmail.com"
"60-69",62,59560.557176725,1.09299823768656,-0.239792448581387,"Sean","Sutton","seansutton@gmail.com"
"50-59",53,67748.6858142226,0.57938461380959,0.0548867617702658,"Görkem","Beunk","görkembeunk@live.com"
"30-39",31,91142.3937531285,-0.676115355667453,0.896793342361161,"Darryl","Fox","darrylfox@verizon.net"
"50-59",55,76303.1707411588,0.693520974671139,0.362750618682641,"Reis","Da Rocha","reisda rocha@aol.com"
"20-29",29,90715.6935757102,-0.790251716529002,0.881437004313086,"Kim","Ray","kimray@yahoo.com"
"60-69",66,56569.4029286817,1.32127095940966,-0.347439874614348,"Oya","Orbay","oyaorbay@gmail.com"
"60-69",69,66949.5881730392,1.49247550070198,0.0261283638111251,"Andre","Garza","andregarza@gmail.com"
"70-79",71,54603.2734696991,1.60661186156353,-0.418198103029184,"Victoria","Gallego","victoriagallego@live.com"
"50-59",56,80741.1612822644,0.750589155101914,0.522467643915011,"Johanna","Kuhn","johannakuhn@live.com"
"30-39",38,65576.6442779463,-0.27663809265203,-0.0232819521199573,"Philip","Hunt","philiphunt@yahoo.com"
"30-39",36,42205.2477568576,-0.39077445351358,-0.864385576226499,"Darrell","Davidson","darrelldavidson@gmail.com"
"30-39",35,88842.053089214,-0.447842633944354,0.814007323675787,"Ferdinand","Schulz","ferdinandschulz@mail.com"
"60-69",61,62153.2806243578,1.03593005725579,-0.146483985557271,"Fatma","Koçoglu","fatmakoçoglu@gmail.com"
"20-29",21,24387.9269661092,-1.2467971599752,-1.50560584200928,"Wendy","Hoffman","wendyhoffman@live.com"
"60-69",60,66588.9650031623,0.978861876825012,0.0131500441438964,"Jim","Walters","jimwalters@gmail.com"
"50-59",52,79453.5837402012,0.522316433378815,0.476129542724938,"Sander","Larsen","sanderlarsen@live.com"
"20-29",21,25880.0889866494,-1.2467971599752,-1.45190503375428,"Madeleine","Green","madeleinegreen@gmail.com"
"30-39",36,98045.8845499981,-0.39077445351358,1.14524024723455,"Sarah","Harris","sarahharris@msn.com"
"50-59",50,70457.8058825248,0.408180072517266,0.152384175137612,"Maëline","Martinez","maëlinemartinez@gmail.com"
"70-79",74,43394.4394493377,1.77781640285586,-0.82158824311036,"Nils","Riviere","nilsriviere@yahoo.com"
"20-29",23,21044.5066804954,-1.13266079911365,-1.62593082629525,"Gabriel","Ross","gabrielross@gmail.com"
"40-49",41,89636.3131892511,-0.105433551359706,0.84259162534649,"Ingmar","Gielis","ingmargielis@mail.com"
"40-49",42,82380.4844670415,-0.0483653709289317,0.581464575080581,"Ömür","Ayaydin","ömürayaydin@gmail.com"
"40-49",45,95739.5357850807,0.122839170363392,1.06223800546114,"Diana","Burke","dianaburke@live.com"
"20-29",26,84286.216870448,-0.961456257821326,0.650049198581197,"Lisa","Freeman","lisafreeman@gmail.com"
"60-69",61,62304.8729933514,1.03593005725579,-0.141028389832285,"Emilie","Chow","emiliechow@gmail.com"
"30-39",34,71891.6860169661,-0.504910814375129,0.203987500447022,"Emma","Barbier","emmabarbier@aol.com"
"40-49",48,94081.0584836022,0.294043711655716,1.00255174462887,"Lucas","Pedersen","lucaspedersen@yahoo.com"
"30-39",39,83307.4560666735,-0.219569912221256,0.614824976594919,"Elias","Olsen","eliasolsen@gmail.com"
"70-79",71,97371.3893984826,1.60661186156353,1.12096611727958,"Elias","Olsen","eliasolsen@gmail.com"
"30-39",36,56055.6938274007,-0.39077445351358,-0.36592754121288,"Jeremy","Martin","jeremymartin@gmail.com"
"30-39",30,84967.9316205628,-0.733183536098228,0.674583151715365,"Vincent","Clarke","vincentclarke@me.com"
"30-39",36,99600.5197211474,-0.39077445351358,1.20118937613822,"Sasha","Rousseau","sasharousseau@verizon.net"
"30-39",38,89084.9945930408,-0.27663809265203,0.822750446027514,"Brent","Long","brentlong@comcast.net"
"60-69",63,63546.7708650551,1.15006641811734,-0.096334235603305,"Christian","Vicente","christianvicente@gmail.com"
"40-49",44,94479.5324192099,0.0657709899326176,1.01689226001268,"Clementina","Da Rosa","clementinada rosa@gmail.com"
"70-79",77,43853.0750491297,1.94902094414818,-0.805082594216797,"Clara","Thomas","clarathomas@yahoo.com"
"10-19",19,23149.5462627459,-1.36093352083675,-1.55017341830634,"Jacob","Jørgensen","jacobjørgensen@gmail.com"
"60-69",61,76683.7901404997,1.03593005725579,0.376448574468124,"Rhonda","Evans","rhondaevans@gmail.com"
"50-59",59,28542.0625844424,0.921793696394238,-1.3561043554183,"Christopher","Ramirez","christopherramirez@comcast.net"
"20-29",23,33894.8496691285,-1.13266079911365,-1.1634650917809,"Kenzo","Muller","kenzomuller@gmail.com"
"40-49",48,36415.4281744932,0.294043711655716,-1.07275302355706,"Elaine","Spencer","elainespencer@me.com"
"60-69",65,38395.9390681159,1.26420277897889,-1.0014772275769,"Eemeli","Neva","eemelineva@yahoo.com"
"20-29",27,103518.261795341,-0.904388077390552,1.34218339221875,"Joás","Pereira","joáspereira@gmail.com"
"20-29",26,58140.9923787128,-0.961456257821326,-0.290880585106937,"Jinthe","Brouwers","jinthebrouwers@gmail.com"
"40-49",40,63902.9968835446,-0.162501731790481,-0.0835141632177203,"Murat","Durmaz","muratdurmaz@yahoo.com"
"80-",80,39633.5845348806,2.12022548544051,-0.956936111408878,"Elli","Laurila","ellilaurila@gmail.com"
"40-49",40,122260.822803583,-0.162501731790481,2.0167017495127,"Angel","Cano","angelcano@gmail.com"
"80-",82,63855.0554810341,2.23436184630205,-0.0852395067315298,"Deniz","Kaya","denizkaya@yahoo.com"
"40-49",47,128915.422889054,0.236975531224942,2.25619142843792,"Lily","Martinez","lilymartinez@gmail.com"
"70-79",76,61535.9931079956,1.89195276371741,-0.16869929334427,"Erwan","Bonnet","erwanbonnet@gmail.com"
"50-59",52,80425.4836670749,0.522316433378815,0.511106851420408,"Saana","Lehto","saanalehto@yahoo.com"
"20-29",27,79359.0125186626,-0.904388077390552,0.47272605773847,"Ashley","Wheeler","ashleywheeler@hotmail.com"
